Symbol	Type	Valence	Arousal	Dominance
songwriter	word	6.25	4.43	6.71
sonic	word	5.32	4.82	5.45
sonnet	word	5.86	3.33	5.48
soot	word	5.19	4.65	5
soothe	word	6.63	3.91	6.4
soothing	word	7.05	1.91	5.76
sophisticated	word	6.32	5.13	6.18
sophistication	word	6.71	5.8	6.11
sophomore	word	5	3.81	5.48
soprano	word	4.95	4.62	5.67
sorcerer	word	5.76	4.73	5.67
sorcery	word	5.14	4.33	4.85
sordid	word	3.38	3.87	4
sore	word	2.8	4.06	3.92
sorority	word	4.95	4.28	4.36
sorrow	word	2.95	3.55	3.8
sorrowful	word	3.43	3.64	4.11
sorry	word	4.81	4.62	5.65
soul	word	6.61	4.3	6.56
soulful	word	7.1	5.68	6.38
soulless	word	2.71	4.76	3.72
sound	word	6.45	4.14	5.5
soundproof	word	5.77	2.9	5.82
soundtrack	word	6	4.26	5.72
soup	word	7.05	4.24	6.64
sour	word	3.95	4.95	4.34
source	word	5.48	4.5	6.11
sourpuss	word	3.2	3.83	3.94
south	word	6.11	3.48	4.89
southbound	word	5.14	3.67	6.14
southeast	word	5.8	3.6	5.19
southern	word	5.67	3.09	5.39
southpaw	word	5.32	3.48	4.42
southwest	word	5.8	2.52	6.2
souvenir	word	6.89	5.13	6.16
sovereign	word	4.96	3.68	5.65
sovereignty	word	4.89	4.67	5.79
soviet	word	4.1	3.43	4.83
sow	word	5.11	3.71	5.74
soy	word	4.79	3.29	5.52
soy sauce	word	6.81	4	5.69
soybean	word	5.43	3.3	4.44
spa	word	7.38	3.75	6.35
space	word	6.89	3.6	4.98
spacecraft	word	5.58	6.27	5.04
spaceman	word	6.14	3.7	4.85
spaceship	word	5.61	6	5.15
spacing	word	5.21	3.19	4.4
spacious	word	6.33	3.7	5.91
spade	word	5.48	3.74	4.88
spaghetti	word	6.91	4.04	5.92
spam	word	3.1	3.83	3.95
span	word	5.74	3.1	5.78
spandex	word	4.6	4.17	4.23
spaniel	word	5.67	4.15	5.14
spank	word	3.76	5.91	4.76
spanking	word	3	5.98	4.62
spar	word	5.43	3.36	4.96
spare	word	5.57	4.45	5.63
spareribs	word	6.14	5.43	6.71
spark	word	6.05	5.83	4.9
sparkle	word	7.1	4.74	5.64
sparkling	word	6.47	4.91	6.48
sparkly	word	6.7	6.55	5.12
sparrow	word	6.58	3.78	4.68
spasm	word	3.17	5.24	3.26
spastic	word	3.95	5.05	3.38
spatial	word	4.73	3.38	5.88
spatter	word	4.1	3.4	4.68
spatula	word	5.14	2.86	6.41
spawn	word	4.85	4	5.61
speak	word	5.91	4.19	5.89
speakeasy	word	5.89	5.3	5.7
speaker	word	5.32	4.35	5.47
speakerphone	word	5	3.18	5.26
spear	word	4.43	4.7	5
spec	word	4.5	3.87	5.11
special	word	7.5	3.48	6.72
specialist	word	5.52	4.27	6.1
specialize	word	6.23	4.77	6.29
specialty	word	5.48	3.7	6.05
species	word	5.26	3.73	4.31
specific	word	5.48	2.55	5.89
specify	word	5.53	3.64	5.22
specimen	word	4.4	3.24	4.84
speck	word	4.33	3.95	4.41
speckled	word	5.78	4.45	5.64
specs	word	5.16	2.95	5.61
spectacle	word	5.61	4.4	5
spectacular	word	7.5	6.65	6.04
spectator	word	5.58	3.44	4.35
spectral	word	5.53	4.95	4.11
spectrum	word	6.65	3.05	4.82
speculate	word	5.63	4.53	5.08
speculation	word	4.67	4.75	5.29
speech	word	5.62	4.1	6.68
speechless	word	4.53	3.45	4.45
speed	word	6.71	6.8	6.58
speedboat	word	7	5.65	5.87
speeding	word	3.68	6.14	6.18
speedway	word	6.05	5.38	5.57
speedy	word	5.9	5.1	6.16
spell	word	6.18	4.15	6.58
spelling	word	5.75	3.62	6.53
spend	word	5.91	4.48	5.88
spender	word	5.38	4.43	4.84
sperm	word	5.47	4.86	4.43
spew	word	3.37	5	5.39
sphere	word	6.21	4	5.6
sphincter	word	4.37	4	4.11
sphinx	word	6.05	4.9	5.27
spic	word	3.37	4.57	4.59
spice	word	6.55	4.06	6
spicy	word	6.32	6.63	5.55
spider	word	3.35	6.91	3.74
spiffy	word	6.35	4.5	5.85
spike	word	4.23	5.35	5.42
spill	word	3.63	3.74	4.5
spin	word	4.9	3.68	4.92
spinach	word	5.81	3.43	5.46
spinal	word	3.78	4.35	4.72
spindle	word	4.44	3.55	5.21
spine	word	5.33	3.14	5.52
spineless	word	2.95	4.57	4.1
spinner	word	4.58	4.55	5.29
spinster	word	4.14	4	4.71
spiral	word	6.4	5	4.46
spirit	word	7	5.03	6.38
spirited	word	7.57	5.21	7.14
spiritual	word	5.82	4.82	6.3
spirituality	word	7.26	3.1	6.7
spit	word	3	3.57	4.36
spiteful	word	2.89	4.71	5.13
spitfire	word	5.18	5.42	5.5
spittoon	word	3.39	3.95	4.72
splash	word	6.53	4.8	5.96
splat	word	3.79	5	4.7
splatter	word	4.57	5.37	4.54
spleen	word	4.47	3.55	4.92
splendid	word	7.62	3.86	6.69
splendor	word	6.95	4	6.07
splice	word	4.74	3.67	5
splint	word	3.58	3.25	5
splinter	word	3.15	4.5	5.67
split	word	4.5	5.55	5.79
spoil	word	2.83	4.09	4.11
spoils	word	3.42	4.76	4.74
spokesman	word	4.9	2.9	5.24
spokesperson	word	4.95	3.95	5.14
sponge	word	5.45	4.25	6
sponsor	word	5.3	4.05	6.74
sponsorship	word	5.71	4.95	6.8
spontaneity	word	6.45	5.57	6
spontaneous	word	6.63	5.71	6.13
spook	word	3.7	5.14	5
spooky	word	4.4	6	4.48
spool	word	5.71	3.37	5.08
spoon	word	5.9	3.79	5.18
spoonful	word	5.29	2.62	5.85
sport	word	6.95	4.7	6.21
sporting	word	6.24	4.4	5.74
sports car	word	6.67	4.86	5.69
sportsman	word	5.89	4.85	5.85
sportsmanship	word	6.3	5.14	6.71
sportswriter	word	5.71	4.42	6
sporty	word	5.78	4.55	5
spot	word	5.12	2.95	4.83
spotless	word	6.05	3.5	5.74
spotlight	word	5.74	4.95	5.91
spotter	word	5.37	3	5.24
spotty	word	4.29	4	4.09
spousal	word	6	4.42	6.21
spouse	word	7.44	5.76	4.73
spout	word	5.29	3.14	5.11
sprain	word	3.11	3.85	3.6
spray	word	5.06	4	6.22
spread	word	5.57	4.15	6.37
spreader	word	4.17	3.71	5.11
spree	word	5.95	5	5.07
spring	word	7.64	5.5	5.9
springtime	word	7.64	4.38	5.43
sprinkle	word	6.72	3.55	5.5
sprinkler	word	5.86	3.29	6.38
sprint	word	5.67	5.9	5.72
sprite	word	5.85	3.83	5.68
sprout	word	5.7	3.59	5.32
spruce	word	5.55	3.18	4.96
spud	word	5.05	4.05	4.86
spunk	word	6.17	5.2	5.64
spunky	word	5.55	5	7.21
spur	word	5	4.48	5.5
spy	word	4.68	4.74	3.84
squabble	word	3.6	4.06	3.62
squad	word	5.35	4.33	5.82
squadron	word	4.4	4.25	4.52
squall	word	4.32	4.1	4.68
squander	word	3.55	3.95	4.82
square	word	5.11	3.33	5.3
squash	word	4.28	3.88	5.24
squat	word	4.65	4.05	6.15
squaw	word	4.71	5.5	4.81
squawk	word	5.11	4	4.22
squeak	word	4.95	4.79	4.62
squeaky	word	4.63	4.22	4.88
squeal	word	5.14	5.45	4.57
squealer	word	3.48	6.1	3.92
squeamish	word	3.63	5.45	4.47
squeeze	word	4.85	3.91	6
squid	word	4.62	4.04	4.89
squint	word	4.4	3.71	4.62
squire	word	4.67	3.48	5.04
squirm	word	3.86	5.29	4.2
squirrel	word	5.71	4.48	5.62
squirt	word	5.67	4.56	4.79
squish	word	3.11	4.55	5.08
squishy	word	5	4.43	4.5
stab	word	3.05	5.17	4.12
stability	word	6.18	2.64	6.25
stabilize	word	5.86	3.87	5.62
stabilizer	word	5.67	3.1	5.44
stable	word	5.2	3.11	6.33
stack	word	5.33	3.33	5.86
stadium	word	5.53	5.25	5
staff	word	5.18	4.3	6.26
stag	word	5.16	4.5	5.33
stage	word	5.67	3.76	4.5
stagecoach	word	5.11	3.89	5.18
stagehand	word	4.76	4.09	4.19
stagger	word	3.42	4.38	4.15
stagnant	word	3.05	3.49	4.27
stain	word	3	4.27	4.61
stainless	word	5.85	3.36	5.56
stair	word	5.14	4.4	5.67
staircase	word	5.2	3.3	5.64
stairs	word	5.48	3.59	5.57
stairway	word	5.62	3.44	5.17
stairwell	word	5.67	2.96	5.78
stake	word	4.78	3.42	4.52
stakeout	word	4.43	5.9	6.24
stale	word	3.62	2.68	4.67
stalemate	word	3.8	2.78	3.29
stalk	word	3.89	5.36	3.61
stalker	word	2.55	5.82	4.04
stall	word	4.32	2.9	5.26
stallion	word	6.35	4.77	6.56
stamina	word	6.55	4.62	6.33
stamp	word	5.8	3.45	6.69
stampede	word	4.48	6.2	3.69
stance	word	6.1	2.86	6.14
stand	word	5.27	3.1	5.89
standard	word	4.76	3.61	5.14
standardized	word	4.48	3.65	4.46
standby	word	4.68	3.28	4.06
standoff	word	3.37	4.43	5.21
standpoint	word	5.1	4.17	5.21
standstill	word	4.74	3.18	4.25
standup	word	6	4.32	5.82
staph	word	2.6	4	3.5
staple	word	5	4.48	4.76
stapler	word	5.25	3.29	6.42
star	word	7.47	5.5	5.82
star fruit	word	6.27	3.43	6.25
starboard	word	5.42	4.11	5.41
starch	word	4.95	3.9	6.52
stardom	word	5.85	5.45	6.68
stardust	word	6.84	4.4	4.95
stare	word	4.45	4.68	6.38
starfish	word	6.53	4.23	5.79
starlet	word	6.26	4.18	5.61
starlight	word	7.68	4.91	5
starling	word	5.53	4.32	5.91
starry	word	7.4	3.96	5.59
starship	word	6.32	4.83	5.41
start	word	6.41	4.81	5.5
starter	word	5.71	4	5.58
startle	word	4.65	4.4	4.55
startled	word	4.53	5.67	3.43
startling	word	5.17	5.23	4.64
starvation	word	1.72	5.45	3.81
starve	word	2.53	4	3.12
starving	word	2.86	5.1	4.86
stash	word	5.24	4.64	5.77
stat	word	4.86	3.76	5.11
state	word	5.73	3.29	5.65
stately	word	5.05	3.1	5.27
statement	word	5.32	3.7	6.89
stateroom	word	5.64	3.63	5.19
stateside	word	4.84	3.77	4.89
statesman	word	4.58	2.89	4.92
static	word	4.41	3.33	4.45
station	word	5.5	3	4.61
stationary	word	5.45	2.72	5.9
stationery	word	5.6	3.06	6.14
statistic	word	4.55	4.5	5.74
statistical	word	5.1	3.19	4.92
statue	word	5.95	2.82	4.95
stature	word	5.7	3.57	5.89
status	word	4.89	3.83	5.28
statute	word	5.18	3.65	5.67
statutory	word	4.37	5	4.32
stay	word	6.14	3.14	5.71
STD	word	1.95	5.36	3.42
stead	word	5.32	2.76	5.54
steadfast	word	6.68	3.95	6.77
steady	word	6.67	3	6.42
steak	word	6.2	3.63	6.04
steakhouse	word	6.94	3.95	5.48
steal	word	2.17	5.3	3
stealing	word	2.75	4.57	5.5
stealth	word	5.45	4.22	5.15
steam	word	5.4	4	4.84
steamboat	word	5.52	5.14	5.6
steamer	word	4.91	3.73	5.54
steaming	word	5.05	3.56	6.25
steamship	word	5.91	4.5	5.38
steamy	word	6.39	5.71	5.79
steel	word	4.95	3.86	5.68
steep	word	5.32	4.95	5.04
steeple	word	5.62	3.04	4.89
steer	word	5.68	5.05	5.94
steering	word	4.9	3.22	7.29
stellar	word	5.95	4.33	6.12
stem	word	5.1	3.47	6.19
stench	word	2.62	4.53	3.47
stenographer	word	4.95	3.81	4.95
step	word	5.68	3.48	6
stepdaughter	word	5.47	3.55	4.88
stepfather	word	3.72	3.59	3.79
stepmother	word	3.67	3.69	4.17
steps	word	4.95	3	6.17
stepson	word	4.81	3.65	4.57
stereo	word	7.1	4.04	6.81
stereotype	word	3.33	4.26	3.81
sterile	word	4.57	4.47	4.95
sterilize	word	5.59	4.24	6.64
sterling	word	5.89	5.32	5.64
stern	word	3.9	3.91	5.58
sternum	word	4.45	3.71	4.7
steroid	word	3.62	5.21	5.05
stethoscope	word	5.14	4.56	5.24
stew	word	5.86	2.95	5.36
steward	word	5.06	2.57	5.64
stewardess	word	5.9	4.14	4.97
stick	word	5.27	3.81	5.82
sticker	word	5.57	4.05	5.52
stickler	word	3.74	3.82	5.22
stickup	word	2.95	6.09	3.24
sticky	word	4.65	4.75	5.19
stiff	word	4.29	4	4.95
stigma	word	3.9	5.24	4.62
stillness	word	5.19	2.78	5.25
stimulant	word	6	5.95	5.41
stimulate	word	7.38	6	7.14
stimulating	word	6.84	6.3	6.2
stimulation	word	5.14	4.71	5.3
stimulus	word	5.63	4.7	6.21
sting	word	2.55	4.88	3.45
stinger	word	3.9	4.96	4.36
stinging	word	3.57	6.47	4.47
stingy	word	2.53	4.73	4.54
stink	word	2.35	4.48	4.76
stinker	word	3.3	4	3.8
stinky	word	3.16	3.76	4.29
stint	word	4.57	3.33	5.65
stipend	word	6.05	3.77	4.41
stipulate	word	4.86	4.11	5.71
stir	word	5.35	3.05	6.71
stitch	word	4.95	3.36	5.11
stitching	word	4.68	3.52	5.45
stock	word	5.5	3.5	4.62
stockade	word	2.67	4.67	4.36
stockbroker	word	4.05	3.1	5.44
stockholder	word	4.9	3.5	4.4
stocking	word	5.33	4.08	5
stockings	word	6.21	4.81	4.81
stockpile	word	5.53	4.55	5.5
stockroom	word	4.86	3.26	5.62
stoic	word	4.47	3.29	6.04
stomach	word	4.53	3.76	5.4
stomachache	word	2.16	5.21	4.1
stomp	word	3.9	4.82	6.44
stone	word	4.81	3.25	7.26
stonewall	word	4.58	3.7	5.24
stony	word	4.53	4.09	4.96
stooge	word	3.3	3.75	3.55
stool	word	4.47	2.39	5.2
stoop	word	4.67	3.17	4.29
stop	word	4.73	4.14	5.06
stopover	word	4.5	3.43	5.33
stopper	word	4.65	4.35	5.74
stopwatch	word	5.05	4.05	6.21
storage	word	4.95	3.68	6.23
store	word	5.94	3.43	5.44
storefront	word	5.76	3	5.22
storeroom	word	5.43	2.9	5.68
storm	word	5.74	5.86	3.72
stormy	word	5.14	6.52	4.53
story	word	7.27	3.52	5.33
storybook	word	6.76	3.4	6.32
storyteller	word	6.67	4.29	5.9
storytelling	word	7	4.4	6.18
stout	word	5.29	3.35	4.86
stove	word	5.63	3.82	6.08
stow	word	5	2.9	5.04
stowaway	word	4.35	4.23	4.83
straddle	word	5.62	5	5.15
straighten	word	6.26	3	5.88
straightforward	word	6.14	4.04	6.3
strain	word	3.71	4.78	4.08
straitjacket	word	2.71	5.1	3.97
strand	word	5	3.27	5.15
strange	word	4.72	3.5	5.28
stranger	word	4.09	5.8	4.84
strangle	word	3	5.43	3.62
strangulation	word	2.79	5.5	3.21
strap	word	5.1	4.23	5.71
strapless	word	5.65	5.25	5.33
strapping	word	4.77	4.77	5.63
strategic	word	6.57	4.32	6.29
strategist	word	5.29	5.15	5.76
strategy	word	5.95	4.15	6.67
stratosphere	word	5.52	4.19	4.48
straw	word	5.89	2.35	5.24
strawberry	word	7.25	4.05	5.54
stray	word	4.14	3.71	5.68
streak	word	5.37	4.5	5.3
stream	word	6.9	4.35	5.09
streamline	word	5.3	3.64	5.84
street	word	5.07	3.45	5.41
streetcar	word	5.44	3.75	5.24
streetlight	word	4.9	3.78	5.38
strength	word	6.73	5.3	7.42
strengthen	word	7.21	4.7	6
strenuous	word	4.14	5.14	4.65
strep	word	2.77	4.21	3.48
stress	word	1.79	4.72	3.85
stressful	word	2.62	5.65	3.97
stretch	word	5	4.73	6.23
stretcher	word	3.1	3.82	5.04
stricken	word	2.79	4.59	3.25
strict	word	3.65	4.5	5.27
stride	word	5.81	4.1	5.1
strife	word	3.68	4.17	4.18
strike	word	3.06	5.52	3.28
strikeout	word	3.16	4.9	4.78
striker	word	3.73	5.72	5.3
string	word	5.25	3.8	5.62
strings	word	5.28	2.58	5
stringy	word	4.05	4.27	4.84
strip	word	4.68	5.27	5.81
stripe	word	5.24	3.67	5.21
striped	word	4.81	4.38	4.86
stripper	word	5.19	5.57	5
striptease	word	5.32	6.8	5.45
strive	word	6.32	4.62	6.35
stroke	word	4.19	4.95	4.19
stroll	word	6.25	3.22	6.82
stroller	word	5.75	3.22	5.68
strong	word	6.81	5.14	6.54
stronghold	word	5.44	3.95	5.04
structural	word	5.6	3.67	5.27
structure	word	5.68	4	5.83
strudel	word	6.11	3.7	5.46
struggle	word	3	5.9	3.67
strut	word	5.6	5.46	6.39
stub	word	3.89	3.86	4.05
stubborn	word	3.74	4.13	5
stubbornness	word	3.61	4.74	5.85
stubby	word	4.5	4.14	5.3
stud	word	4.89	5.14	5.05
student	word	6.41	4.25	6.79
studio	word	6.24	4.79	5.57
study	word	5.78	2.55	5.33
stuff	word	5.86	3.52	4.83
stuffed animal	word	7.21	2.77	6.39
stuffy	word	3.73	4.61	4.53
stumble	word	3.76	4.76	4.2
stump	word	4.62	3.85	4.54
stun	word	4.55	5.5	4.19
stunner	word	5.76	4.5	5.85
stunning	word	6.24	6.5	5.81
stunt	word	4.95	4.81	4.4
stuntman	word	5.95	6.3	4.92
stupendous	word	6.95	4.57	6.38
stupid	word	2.84	4.34	4.03
stupidity	word	2.71	4.5	4.32
sturdy	word	6.19	3.27	6.62
stutter	word	2.95	4.48	4.72
style	word	6.81	4.6	7.47
styling	word	5.7	3.72	6.41
stylish	word	5.68	4.27	6.07
stylist	word	6	3.32	5.56
suave	word	5.43	3.14	6.04
sub	word	5	3.35	5.45
subatomic	word	5.53	4.57	3.89
subcommittee	word	5.1	4.15	4.9
subconscious	word	5.5	4	3.72
subdivision	word	4.74	3.25	4.96
subdue	word	3.17	3.3	6
subdued	word	3.58	2.95	4.57
subdural	word	4.4	3.09	4.96
subject	word	5.33	4.2	6.37
subjective	word	5.86	3.56	5.21
sublet	word	5.27	4.21	5.19
sublevel	word	4.95	3.32	4.56
sublime	word	5.95	3.82	5.21
subliminal	word	5.19	4.17	3.78
submarine	word	6	4.24	4.61
submerge	word	4.47	4.14	4.82
submersible	word	4.5	4.32	4.83
submission	word	4.6	4.29	4.97
submissive	word	4.67	3.32	4.47
submit	word	3.9	3.91	4.43
subordinate	word	4.44	3.09	3.46
subpoena	word	2.64	5	2.67
subscribe	word	5.43	4.26	6.23
subscriber	word	5.71	2.95	4.82
subscription	word	5.29	3.05	5.86
subsequent	word	5.16	4	5.22
subservient	word	3.67	3.5	4.25
subside	word	5.42	3.1	5
subsidiary	word	4.8	3.38	5.74
subspace	word	4.45	3.73	5.2
substance	word	4.29	3.62	5.75
substandard	word	3.33	3.91	3.67
substantial	word	6.14	5	6.62
substantiate	word	5.37	3.52	5.45
substation	word	4.43	3.29	5
substitute	word	4.91	3.59	5.25
substitution	word	4.95	3.24	5.6
subterranean	word	4.75	5.1	4.88
subtext	word	4.53	3.71	4.2
subtitle	word	5.41	3.25	5.67
subtle	word	5.62	3.37	5.09
subtlety	word	4.6	3.85	5.3
subtract	word	4.25	3.96	6.1
suburb	word	5.52	4.25	5.71
suburban	word	5.85	3.41	5.69
suburbia	word	5.52	3.75	5.05
subversive	word	4.1	4.41	5.33
subway	word	5.44	4.41	4.68
succeed	word	7.05	6.71	6.1
success	word	7.49	5.8	6.38
successful	word	7.76	5.08	7.71
succession	word	4.52	3.74	5.89
successor	word	6.11	4.59	5.9
succubus	word	3.67	4.68	4.05
succulent	word	6.5	5.64	5.89
suck	word	3.71	5.6	5.47
sucker	word	4	4.74	4.17
suction	word	4.25	3.81	4.88
suds	word	5.24	3.73	5.5
sue	word	2.18	6.15	5.58
suede	word	5.36	2.75	5.71
suffer	word	2.05	4.5	3.32
suffice	word	5.52	3.25	6.19
sufficient	word	6.1	3.17	6
suffocate	word	2.62	6.09	3.48
suffocation	word	2.44	5	3.17
sugar	word	6.56	5.29	6.32
suggest	word	5.55	3.75	5.84
suggestion	word	5.79	4.18	6.41
suggestive	word	4.95	4.44	5.68
suicidal	word	2.15	4.91	3.24
suicide	word	1.58	6.21	4.21
suit	word	5.89	3.05	5.17
suitable	word	5.7	3	6.16
suitcase	word	5.25	3.24	5.5
suite	word	7.05	3.61	6.16
suitor	word	5.63	3.67	5.58
sulfate	word	4.63	3.67	4.91
sulfur	word	4.5	3.86	5
sulk	word	3.22	3.3	3.68
sullen	word	2.84	4.52	4.57
sully	word	3.89	4.05	4.45
sultan	word	4.48	3.48	4.94
sum	word	5.71	3.1	5.88
summarize	word	4.89	2.8	6.4
summary	word	5.05	3.29	6.09
summation	word	4.85	4.15	5.19
summer	word	7.5	5.48	6.61
summerhouse	word	7.3	4.82	5.71
summertime	word	6.74	5.32	6.5
summit	word	5.5	4.35	4.45
summon	word	5.58	4.67	6.04
summons	word	3.6	5.14	3.84
sumo	word	4.45	3.71	5.48
sun	word	6.92	4.64	4.98
sunburn	word	2.76	4.45	4.12
sundae	word	7.76	4.79	5.8
sundial	word	5.95	3.22	5.19
sundown	word	6.21	3.71	4.4
sunflower	word	6.45	3.05	6.15
sunglasses	word	6.72	3.67	5.83
sunken	word	4.42	3.95	4
sunlight	word	7.46	4.44	6.12
sunny	word	7.95	5.38	5.11
sunrise	word	7.35	4.68	5.95
sunroof	word	6.47	3.24	6.17
sunscreen	word	5.77	3.95	5.89
sunset	word	7.46	4.68	5.32
sunshine	word	8.14	5.32	5.43
suntan	word	6.05	4.25	5.39
sunup	word	5.71	3.28	5.21
sup	word	5.53	4.3	5.26
super	word	7.05	4.25	6.91
superb	word	7	4.33	6.64
superficial	word	3.79	4.2	4.62
superfluous	word	4.53	4.45	4.58
superhero	word	6.89	6	5.83
superhuman	word	6.67	4.73	6.33
superintendent	word	4.86	3.24	5.16
superior	word	6.37	4.74	5.95
superiority	word	4.95	5.48	6.81
superman	word	6.52	5.17	5.11
supermarket	word	6.37	4.65	5.28
supermodel	word	5.53	6.09	5.18
supernatural	word	6.05	5.9	4
supernova	word	6.58	5.5	3.5
superposition	word	4.42	3.5	5.29
superpower	word	7.14	5.76	5.81
superstar	word	5.94	4.85	5.42
superstition	word	4.84	6.14	5.45
superstitious	word	4.75	5.95	4.89
superstore	word	6.24	4.43	4.75
supervise	word	5.05	4	6.1
supervision	word	4.26	5.05	4.55
supervisor	word	4.28	4.05	5.55
supper	word	6.72	3.6	5.64
suppertime	word	6.43	4.57	6.61
supple	word	5.76	4.09	5.7
supplement	word	5.43	3.22	5.22
supplemental	word	5.59	3.64	6.05
supplier	word	4.84	3.45	5.04
supply	word	5.11	3.28	5.24
support	word	6.89	3.05	6.11
supporter	word	6.05	4.41	6.32
supportive	word	6.95	3.83	6.58
suppose	word	5.27	3.33	5.11
supposed	word	5.41	3.48	5.24
suppress	word	2.72	3.55	4.55
suppression	word	3.68	3.17	4.29
supremacy	word	3.48	4.26	5.57
supreme	word	6.14	4.28	6.11
sure	word	6.64	3.48	6.82
surf	word	6.05	5.57	5.18
surface	word	5.62	3.04	5.16
surfboard	word	5.53	3.75	4.8
surfer	word	5.47	5.38	5.74
surge	word	5	5.22	5.92
surgeon	word	5.05	5.78	5
surgery	word	3.18	5.55	3.2
surgical	word	3.95	5	3.75
surly	word	3.9	3.8	4.95
surname	word	5.1	3.68	5.76
surplus	word	5.68	3.6	6.58
surprise	word	7.44	6.57	5.17
surprised	word	6.57	5.95	4.72
surprising	word	6.75	5.65	3.77
surreal	word	6.65	5.11	5.12
surrender	word	3.73	4.58	3.88
surrogate	word	5.27	4.27	4.5
surround	word	5.42	3.32	4.43
surroundings	word	6.37	3.43	5.7
surveillance	word	3.35	4.85	5.48
survey	word	5.55	3.68	6.93
survival	word	7.05	5.4	5.86
survive	word	6.9	4.53	6.21
survivor	word	6.68	4.81	6.25
susceptible	word	3.67	5.19	4
sushi	word	6.25	5.84	5.81
suspect	word	2.39	4.57	3.22
suspend	word	4.32	4.87	4.68
suspense	word	5.26	5.84	4.95
suspension	word	4.35	4.57	5.46
suspicion	word	3.33	6.04	4.95
suspicious	word	3.48	5	3.95
sustain	word	5.68	3.73	6.45
sustenance	word	6	3.28	6.12
suture	word	4.36	4.63	4.65
suv	word	4.75	3.48	5.11
swab	word	4.7	2.56	5.27
swag	word	5.37	4.33	5.94
swallow	word	5.57	3.78	5.72
swami	word	4.11	4.05	4.25
swamp	word	4.42	3.33	4.12
swank	word	4.84	4.14	5.27
swap	word	5.24	3.7	5.12
swarm	word	3.76	6.26	3.92
swastika	word	2.33	5.26	3.35
swat	word	4.38	6.21	5.24
sway	word	5.25	3.68	6.15
swear	word	3.44	5.05	4.11
sweat	word	4.38	5.1	4.69
sweater	word	6.19	2.8	5.95
sweatshirt	word	6.24	2.56	5.05
sweatshop	word	2.53	5.95	3.39
sweaty	word	3.95	4.78	4.53
sweep	word	5.27	3.89	5.76
sweeper	word	5.35	3.23	6.22
sweet	word	7.77	4.14	6.12
sweeten	word	6.26	4.71	5.74
sweetheart	word	7.84	5.39	6.76
sweetie	word	7.56	4.35	5.89
sweetness	word	7.37	4.37	5.92
swell	word	5.05	4.56	5.59
swerve	word	4.33	5.35	4.73
swift	word	5.83	4.88	6.24
swig	word	4.57	4.48	6
swill	word	4.65	3.81	5.24
swim	word	6.71	6.05	6.47
swimmer	word	6.26	4.26	6.48
swimming	word	7.2	5.13	5.83
swimsuit	word	6.05	5.8	5.08
swindle	word	3	4.32	4.13
swindler	word	2.33	4.82	3.86
swine	word	3.11	3.71	4.78
swing	word	6.95	4.1	6.16
swinger	word	4.37	5.81	4.96
swipe	word	4.47	3.68	5
swirl	word	6.45	4.58	5.12
swish	word	5.79	3.95	5.8
switch	word	5.29	3.9	6
switchblade	word	3.45	5.71	4.44
switchboard	word	4.86	3.65	5.31
swivel	word	5.26	4.62	5.52
swoon	word	5.76	3.83	5.67
swoop	word	5.16	5.62	5.04
sword	word	5.27	5.95	6
swordfish	word	6.15	5.15	5.19
swordplay	word	4.94	6.14	4.96
swordsman	word	5.25	4.72	4.68
sycamore	word	6.36	3.68	4.81
syllable	word	4.95	2.5	5.7
syllabus	word	4.86	2.95	4.74
symbiotic	word	5.7	4.05	5.16
symbol	word	5.67	2.77	4.96
symbolic	word	6.48	3.74	5.55
symbolism	word	6.62	3.52	5.3
symbolize	word	5.75	4.41	6.29
symmetrical	word	5.76	3.24	5.05
symmetry	word	5.27	3.19	6.42
sympathetic	word	6.67	3.29	6.3
sympathize	word	6	3.73	7.05
sympathy	word	6.57	3.08	5.9
symphonic	word	6.45	6.3	5.69
symphony	word	7.15	4.19	5.62
symposium	word	4.86	4.04	6
symptom	word	3.33	4.17	5
symptomatic	word	4	4.13	4.94
synagogue	word	4.85	2.56	4.64
synapse	word	5.42	3.95	5.14
synaptic	word	4.57	4.25	4.57
sync	word	6.21	3.95	6.13
synchronize	word	6.26	4.04	6.05
syndicate	word	4.35	3.06	4.67
syndrome	word	4.33	4.68	3.77
synergy	word	5.42	4.29	5.39
synonymous	word	5.24	3.41	5.47
synthesizer	word	5.16	4.3	5.64
synthetic	word	4.76	3.61	5.05
syphilis	word	2.17	4.59	3.27
syringe	word	3.05	4.81	5.39
syrup	word	6.44	3.11	5.25
system	word	5.5	3.38	5.65
systematic	word	4.62	3.52	4.65
tab	word	5.09	4.42	5.71
tabasco	word	4.5	5	5.62
tabernacle	word	5.65	3.52	5.7
table	word	5.49	3	5.84
tablecloth	word	5.33	2.81	6.28
tablet	word	6.21	3.65	6.1
tabloid	word	4.84	3.32	3.93
taboo	word	4.53	5.06	3.94
tack	word	4.42	2.85	5
tackle	word	5.38	4.43	5.2
tacky	word	3.68	4.05	4.58
taco	word	6.53	4.19	6.13
tact	word	5.71	3.95	5.94
tactful	word	6.18	3.62	6.32
tactic	word	5.7	5.05	6.19
tactical	word	5.05	4.27	5.46
tad	word	5.45	3.68	5.58
tadpole	word	6	4.17	5.32
taffy	word	5.95	3.45	5
tag	word	4.79	3.29	5.88
tail	word	5.3	3.27	5.32
tailgate	word	4.81	4.57	4.8
taillight	word	5.11	3.56	5.53
tailor	word	5.29	3.61	6.17
